CPU_CLK_UNHALTED_REF,FIXC2,27654360
L2_TRANS_ALL_REQUESTS,PMC0,600500
L2_RQSTS_MISS,PMC1,156737
TABLE,Region T_Newton_Padrao_50,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0352,
Runtime unhalted [s],0.0090,
Clock [MHz],3761.0333,
CPI,0.7582,
L2 request rate,0.0149,
L2 miss rate,0.0039,
L2 miss ratio,0.2610,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_grad_Padrao_50,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000136,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,792087
CPU_CLK_UNHALTED_CORE,FIXC1,903601
CPU_CLK_UNHALTED_REF,FIXC2,823032
L2_TRANS_ALL_REQUESTS,PMC0,66193
L2_RQSTS_MISS,PMC1,16861
TABLE,Region Tderi_grad_Padrao_50,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
Runtime unhalted [s],0.0003,
Clock [MHz],3741.6403,
CPI,1.1408,
L2 request rate,0.0836,
L2 miss rate,0.0213,
L2 miss ratio,0.2547,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_hes_padrao_50,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.006662,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,30560060
CPU_CLK_UNHALTED_CORE,FIXC1,25349080
CPU_CLK_UNHALTED_REF,FIXC2,22962960
L2_TRANS_ALL_REQUESTS,PMC0,134668
L2_RQSTS_MISS,PMC1,35306
TABLE,Region Tderi_hes_padrao_50,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0067,
Runtime unhalted [s],0.0074,
Clock [MHz],3762.1524,
CPI,0.8295,
L2 request rate,0.0044,
L2 miss rate,0.0012,
L2 miss ratio,0.2622,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region T_Sist_Lin_Padrao_50,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000699,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8089838
CPU_CLK_UNHALTED_CORE,FIXC1,2997764
CPU_CLK_UNHALTED_REF,FIXC2,2715892
L2_TRANS_ALL_REQUESTS,PMC0,151369
L2_RQSTS_MISS,PMC1,34103
TABLE,Region T_Sist_Lin_Padrao_50,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0007,
Runtime unhalted [s],0.0009,
Clock [MHz],3761.7246,
CPI,0.3706,
L2 request rate,0.0187,
L2 miss rate,0.0042,
L2 miss ratio,0.2253,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region T_Newton_Inexato_50,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.034338,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,33379600
CPU_CLK_UNHALTED_CORE,FIXC1,28812230
CPU_CLK_UNHALTED_REF,FIXC2,25899810
L2_TRANS_ALL_REQUESTS,PMC0,572806
L2_RQSTS_MISS,PMC1,153361
TABLE,Region T_Newton_Inexato_50,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0343,
Runtime unhalted [s],0.0085,
Clock [MHz],3791.2494,
CPI,0.8632,
L2 request rate,0.0172,
L2 miss rate,0.0046,
L2 miss ratio,0.2677,
